"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016740","transferase activity","11/22","14/53",0.785714285714286,1.89285714285714,3.24971935453764,0.00145065564562634,0.0355410633178453,0.0328306277694382,"NEK9/PKN1/NEK1/PKN3/ZNF598/EP300/MED1/WNK1/NEK6/NCOA1/STK3",11
"GO:0140096","catalytic activity, acting on a protein","11/22","14/53",0.785714285714286,1.89285714285714,3.24971935453764,0.00145065564562634,0.0355410633178453,0.0328306277694382,"NEK9/PKN1/NEK1/PKN3/ZNF598/EP300/MED1/WNK1/NEK6/NCOA1/STK3",11
